,DATE,GDPC1,AWHI,Z,Z(t-1),T
204,01/01/19,9.843376283306704,4.770684624465665,6.66291986699626,6.65903454935774,205
205,01/04/19,9.851274256129104,4.771531723203316,6.670253107326893,6.66291986699626,206
206,01/07/19,9.858105855437454,4.774068722449905,6.675393373804185,6.670253107326893,207
207,01/10/19,9.862785863278905,4.774350214077419,6.679885720560626,6.675393373804185,208
208,01/01/20,9.849664323719495,4.774912960575186,6.6663890166693704,6.679885720560626,209
209,01/04/20,9.756042961546783,4.6266054670344205,6.671639316857169,6.6663890166693704,210
210,01/07/20,9.82880570805687,4.699267509670605,6.695960701609799,6.671639316857169,211
211,01/10/20,9.839896742178796,4.722360453103023,6.691656440110115,6.695960701609799,212
212,01/01/21,9.855119186897188,4.730039168033961,6.701759741541214,6.691656440110115,213
213,01/04/21,9.871393504272538,4.742029368995986,6.710040591608547,6.701759741541214,214
214,01/07/21,9.87708674806638,4.755025941819413,6.707069453520106,6.710040591608547,215
215,01/10/21,9.893754843001723,4.765870796395233,6.716507645404901,6.707069453520106,216
