iter	Logloss
134	0.6186313477
135	0.6185061035
136	0.6184034424
137	0.6183087158
138	0.6181973267
139	0.6180726318
140	0.6179686279
141	0.6178526611
142	0.6177318115
143	0.6176136475
144	0.6175178223
145	0.617427063
146	0.617336731
147	0.6172298584
148	0.6171282349
149	0.6169855347
150	0.616847229
151	0.6167470093
152	0.6166462402
153	0.6165137939
154	0.6164371948
155	0.61634552
156	0.6162626953
157	0.6162153931
158	0.6161303101
159	0.616046814
160	0.6159265747
161	0.6158378906
162	0.6157202148
163	0.6156293945
164	0.6155401001
165	0.6154547119
166	0.6153564453
167	0.6152608643
168	0.6151813965
169	0.6151414185
170	0.6150603638
171	0.6149876099
172	0.6148969116
173	0.6148208008
174	0.6147576904
175	0.6146873169
176	0.6146236572
177	0.6145588379
178	0.6145084229
179	0.6144500732
180	0.6143794556
181	0.614289978
182	0.6142271118
183	0.6141569824
184	0.6140709229
185	0.6139865112
186	0.6139368896
187	0.6138739014
188	0.6138173828
189	0.613756958
190	0.6136784058
191	0.6136324463
192	0.6135782471
193	0.6135273437
194	0.6134828491
195	0.6134122925
196	0.6133565063
197	0.6132972412
198	0.6132694092
199	0.6132182007
200	0.6131686401
201	0.6131251221
202	0.6130792236
203	0.613034729
204	0.6129879761
205	0.6129405518
206	0.612883728
207	0.6128276367
208	0.6127875977
209	0.6127602539
210	0.612717041
211	0.6126904297
212	0.6126442261
213	0.6126017456
214	0.6125632935
215	0.6125245361
216	0.6124873657
217	0.6124375
218	0.612399292
219	0.6123482056
220	0.6122992554
221	0.6122630615
222	0.6122219849
223	0.6121939697
224	0.6121705322
225	0.6121363525
226	0.612100647
227	0.6120646973
228	0.6120263062
229	0.6119967041
230	0.6119575195
231	0.6119309692
232	0.6119130249
233	0.6118791504
234	0.611852417
235	0.6118146362
236	0.6117932129
237	0.6117578125
238	0.6117249146
239	0.6116956787
240	0.611663147
241	0.6116362915
242	0.6116126099
243	0.6115836182
244	0.6115460205
245	0.6115109863
246	0.6114835205
247	0.611460022
248	0.6114258423
249	0.6113959961
250	0.611369873
251	0.6113521729
252	0.6113365479
253	0.6113117676
254	0.6112901611
255	0.6112750244
256	0.6112611084
257	0.6112387695
258	0.611220459
259	0.6111992188
260	0.6111759644
261	0.6111601562
262	0.611135498
263	0.6111157837
264	0.6110968018
265	0.6110703735
266	0.6110506592
267	0.611026123
268	0.6110043945
269	0.610991333
270	0.6109744873
271	0.610956543
272	0.610939209
273	0.6109237061
274	0.6109019775
275	0.6108924561
276	0.6108760986
277	0.6108686523
278	0.6108522949
279	0.6108343506
280	0.6108182983
281	0.6108009033
282	0.6107856445
283	0.6107698975
284	0.6107531738
285	0.610739624
286	0.6107211914
287	0.6107026367
288	0.6106940308
289	0.6106784668
290	0.6106682129
291	0.6106530151
292	0.6106422119
293	0.6106360474
294	0.6106315308
295	0.6106184082
296	0.6106068115
297	0.6105875244
298	0.6105749512
299	0.6105588379
300	0.610550293
301	0.6105311279
302	0.6105164795
303	0.6105083008
304	0.6104927368
305	0.6104838867
306	0.6104709473
307	0.6104595947
308	0.6104487305
309	0.6104371338
310	0.6104244995
311	0.6104191895
312	0.61040625
313	0.6104014282
314	0.610388916
315	0.6103746338
316	0.610367981
317	0.6103590088
318	0.6103493652
319	0.6103414307
320	0.6103323364
321	0.610319519
322	0.6103112793
323	0.6103049927
324	0.6102921753
325	0.6102846069
326	0.6102745361
327	0.6102642822
328	0.6102598877
329	0.61025177
330	0.6102453613
331	0.610237793
332	0.6102329712
333	0.6102219238
334	0.6102150879
335	0.6102042847
336	0.6101951904
337	0.6101885376
338	0.6101811523
339	0.6101710205
340	0.610161499
341	0.6101507568
342	0.6101434326
343	0.6101409912
344	0.6101337891
345	0.610123291
346	0.6101167603
347	0.6101079102
348	0.6101013184
349	0.6100913086
350	0.6100876465
351	0.610081665
352	0.6100755615
353	0.610067688
354	0.6100565186
355	0.6100527344
356	0.610046875
357	0.6100412598
358	0.6100369873
359	0.6100330811
360	0.6100299683
361	0.610022583
362	0.6100197144
363	0.6100116577
364	0.6100098877
365	0.6100047607
366	0.6099959717
367	0.6099919434
368	0.6099828491
369	0.6099790649
370	0.6099796753
371	0.6099733887
372	0.6099685059
373	0.6099642334
374	0.609960144
375	0.6099570313
376	0.6099504395
377	0.6099470215
378	0.6099398193
379	0.6099332275
380	0.6099293823
381	0.6099252319
382	0.6099189453
383	0.609916687
384	0.6099107666
385	0.6099067383
386	0.6098998413
387	0.609897583
388	0.6098931885
389	0.609890625
390	0.6098842773
391	0.6098835449
392	0.6098786621
393	0.6098739624
394	0.6098674316
395	0.6098637085
396	0.6098625488
397	0.6098589478
398	0.6098511963
399	0.6098473511
400	0.609843811
401	0.6098397217
402	0.6098371582
403	0.609833313
404	0.6098331299
405	0.6098314819
406	0.6098294678
407	0.6098251953
408	0.6098205566
409	0.6098200684
410	0.6098147583
411	0.6098120117
412	0.6098126831
413	0.6098049927
414	0.6098027344
415	0.6098010864
416	0.6097987671
417	0.6097931519
418	0.609791748
419	0.6097871704
420	0.6097824707
421	0.6097819824
422	0.6097774658
423	0.6097754517
424	0.6097713623
425	0.6097717896
426	0.6097670898
427	0.6097636719
428	0.6097632446
429	0.6097612305
430	0.6097559814
431	0.6097528076
432	0.6097504272
433	0.6097501221
434	0.6097457275
435	0.609741333
436	0.6097375488
437	0.6097382812
438	0.6097362671
439	0.609734375
440	0.6097304688
441	0.6097275391
442	0.6097248535
443	0.6097208252
444	0.6097183838
445	0.6097159424
446	0.6097155762
447	0.6097136841
448	0.6097085571
449	0.6097091675
450	0.6097046509
451	0.609703186
452	0.6097009888
453	0.6097015381
454	0.6096970215
455	0.6096965942
456	0.6096932373
457	0.6096932373
458	0.6096920166
459	0.6096912231
460	0.6096893311
461	0.6096897583
462	0.6096873169
463	0.6096848145
464	0.6096793823
465	0.6096789551
466	0.6096757202
467	0.6096768799
468	0.609673645
469	0.6096716309
470	0.6096694946
471	0.609668335
472	0.6096682739
473	0.609666626
474	0.6096650391
475	0.6096621094
476	0.6096605225
477	0.6096607666
478	0.6096605835
479	0.6096583252
480	0.6096516724
481	0.6096538086
482	0.609652771
483	0.6096502686
484	0.6096489258
485	0.6096469727
486	0.609647522
487	0.6096430054
488	0.6096430664
489	0.6096411133
490	0.6096400757
491	0.6096407471
492	0.6096376343
493	0.6096381836
494	0.6096361084
495	0.6096346436
496	0.6096348877
497	0.6096317139
498	0.6096328125
499	0.6096296997
500	0.6096300049
501	0.6096283569
502	0.6096269531
503	0.6096259766
504	0.6096220703
505	0.6096234131
506	0.609621582
507	0.6096221924
508	0.6096217651
509	0.60962146
510	0.60962146
511	0.6096196289
512	0.6096185913
513	0.6096182861
514	0.6096170654
515	0.6096173706
516	0.6096143188
517	0.6096144409
518	0.6096125488
519	0.6096132202
520	0.6096127319
521	0.6096086426
522	0.6096102295
523	0.6096096191
524	0.6096078491
525	0.6096100464
526	0.6096081543
527	0.6096085205
528	0.6096071777
529	0.6096062012
530	0.6096044922
531	0.6096016235
532	0.6096036377
533	0.6096020508
534	0.6096012573
535	0.6095996704
536	0.609598877
537	0.6095980225
538	0.609597229
539	0.6095969238
540	0.6095953979
541	0.6095952148
542	0.6095953369
543	0.6095958862
544	0.6095952148
545	0.6095916748
546	0.6095926514
547	0.60959375
548	0.6095931396
549	0.6095919189
550	0.609590332
551	0.60959021
552	0.6095870361
553	0.6095870361
554	0.6095873413
555	0.6095852051
556	0.6095861816
557	0.6095842896
558	0.6095825806
559	0.6095825195
560	0.6095825195
561	0.6095825195
562	0.6095847168
563	0.609583313
564	0.6095830078
565	0.6095809326
566	0.6095819702
567	0.6095784912
568	0.6095776367
569	0.6095757446
570	0.6095780029
571	0.6095787964
572	0.6095749512
573	0.6095756226
574	0.6095739746
575	0.6095739746
576	0.6095769653
577	0.6095722046
578	0.6095753174
579	0.609572998
580	0.6095718994
581	0.6095708008
582	0.6095718384
583	0.609571167
584	0.6095695801
585	0.6095703125
586	0.6095713501
587	0.6095700073
588	0.6095693359
589	0.6095693359
590	0.6095679932
591	0.6095683594
592	0.6095673828
593	0.6095655518
594	0.6095637817
595	0.6095672607
596	0.609565918
597	0.6095653076
598	0.6095638428
599	0.6095626221
600	0.6095615234
601	0.6095627441
602	0.609560791
603	0.6095612793
604	0.6095595093
605	0.6095595093
606	0.6095632935
607	0.6095629883
608	0.6095601807
609	0.6095616455
610	0.6095603027
611	0.6095593872
612	0.6095580444
613	0.6095594482
614	0.6095570679
615	0.609557312
616	0.6095565186
617	0.6095581055
618	0.6095549316
619	0.609553772
620	0.6095549316
621	0.6095560303
622	0.6095548706
623	0.6095536499
624	0.6095548096
625	0.6095528564
626	0.609552063
627	0.6095536499
628	0.6095529785
629	0.6095523682
630	0.6095532227
631	0.6095526123
632	0.6095527954
633	0.6095514526
634	0.6095524902
635	0.6095516357
636	0.6095512085
637	0.609552124
638	0.6095512695
639	0.6095500488
640	0.6095506592
641	0.6095495605
642	0.6095499268
643	0.6095494995
644	0.6095472412
645	0.609548584
646	0.6095485229
647	0.6095472412
648	0.6095460205
649	0.6095491943
650	0.6095474243
651	0.6095463867
652	0.6095471191
653	0.6095460205
654	0.6095466309
655	0.609546936
656	0.6095456543
657	0.6095437012
658	0.6095445557
659	0.6095437622
660	0.6095432129
661	0.6095439453
662	0.6095445557
663	0.6095438843
664	0.609543335
665	0.609543335
666	0.6095426636
667	0.6095430908
668	0.609543335
669	0.6095404053
670	0.6095421143
671	0.6095402832
672	0.6095410156
673	0.6095435791
674	0.6095394287
675	0.6095415039
676	0.609539917
677	0.6095396729
678	0.6095419922
679	0.609538269
680	0.6095390015
681	0.6095371094
682	0.6095380249
683	0.609539978
684	0.6095386353
685	0.6095388794
686	0.6095384521
687	0.6095401611
688	0.6095390625
689	0.6095390625
690	0.6095395508
691	0.6095402832
692	0.6095375977
693	0.6095383301
694	0.6095372314
695	0.6095368042
696	0.6095366211
697	0.6095366821
698	0.6095373535
699	0.6095368042
700	0.609536438
701	0.6095332031
702	0.6095360107
703	0.6095373535
704	0.609536438
705	0.6095355835
706	0.6095340576
707	0.609536377
708	0.6095341187
709	0.6095359497
710	0.6095343018
711	0.6095350952
712	0.6095325928
713	0.6095328979
714	0.6095328369
715	0.6095331421
716	0.6095327148
717	0.6095313721
718	0.6095340576
719	0.6095342407
720	0.6095328369
721	0.6095307007
722	0.6095317993
723	0.6095325928
724	0.6095344238
725	0.6095321045
726	0.6095305786
727	0.6095283203
728	0.6095283203
729	0.6095283203
730	0.6095283203
731	0.6095283203
732	0.6095283203
733	0.6095283203
734	0.6095283203
735	0.6095319824
736	0.6095300293
737	0.6095308838
738	0.6095299683
739	0.6095310059
740	0.6095318604
741	0.6095284424
742	0.6095296021
743	0.6095288696
744	0.6095294189
745	0.6095303345
746	0.6095308838
747	0.6095301514
748	0.6095308838
749	0.6095283203
750	0.6095301514
751	0.6095280762
752	0.6095281982
753	0.6095289307
754	0.6095264893
755	0.6095289307
756	0.6095279541
757	0.6095276489
758	0.6095275269
759	0.6095270386
760	0.6095267944
761	0.6095256348
762	0.6095252686
763	0.6095252686
764	0.6095252686
765	0.6095262451
766	0.6095249023
767	0.6095258789
768	0.6095258789
769	0.6095251465
770	0.6095264893
771	0.6095278931
772	0.609526123
773	0.6095251465
774	0.6095253296
775	0.6095253296
776	0.6095253296
777	0.6095253296
778	0.6095253296
779	0.6095253296
780	0.6095253296
781	0.6095252075
782	0.6095253906
783	0.6095266113
784	0.6095267334
785	0.609526123
786	0.6095268555
787	0.609526123
788	0.6095251465
789	0.6095281982
790	0.6095266113
791	0.6095273437
792	0.6095229492
793	0.6095229492
794	0.6095229492
795	0.6095283203
796	0.6095252686
797	0.6095253906
798	0.6095259399
799	0.609526001
800	0.6095283203
801	0.609526001
802	0.6095245972
803	0.6095248413
804	0.6095246582
805	0.6095251465
806	0.6095251465
807	0.6095262451
808	0.6095257568
809	0.6095273437
810	0.6095231934
811	0.6095249634
812	0.6095238037
813	0.6095263672
814	0.6095250244
815	0.6095258789
816	0.6095235596
817	0.6095255127
818	0.6095239258
819	0.6095246582
820	0.6095245972
821	0.6095238037
822	0.6095238037
823	0.6095230713
824	0.6095231323
825	0.6095249023
826	0.6095216064
827	0.6095245972
828	0.6095239258
829	0.6095237427
830	0.6095234375
831	0.6095236206
832	0.6095205688
833	0.6095205688
834	0.6095205688
835	0.6095213623
836	0.6095213623
837	0.6095213623
838	0.6095213623
839	0.609524292
840	0.6095235596
841	0.609522583
842	0.609522583
843	0.6095241699
844	0.6095233154
845	0.6095227051
846	0.6095234375
847	0.6095233154
848	0.6095236206
849	0.6095227051
850	0.6095235596
851	0.6095198975
852	0.6095198975
853	0.6095198975
854	0.6095198975
855	0.6095222168
856	0.6095222778
857	0.6095223389
858	0.6095203857
859	0.6095203857
860	0.6095232544
861	0.6095222778
862	0.6095235596
863	0.609520752
864	0.6095233765
865	0.6095217285
866	0.6095217896
867	0.6095214844
868	0.6095223389
869	0.6095214844
870	0.6095222168
871	0.6095214233
872	0.6095192871
873	0.6095205078
874	0.6095199585
875	0.6095198364
876	0.6095228271
877	0.6095201416
878	0.6095206299
879	0.6095206299
880	0.6095192871
881	0.6095205688
882	0.6095206299
883	0.6095206299
884	0.6095206299
885	0.6095216064
886	0.6095206909
887	0.609520752
888	0.6095215454
889	0.6095223999
890	0.6095221558
891	0.6095205078
892	0.6095201416
893	0.6095203857
894	0.6095215454
895	0.6095214233
896	0.6095188599
897	0.6095213623
898	0.6095189209
899	0.6095172119
900	0.6095186157
901	0.6095186157
902	0.6095186157
903	0.6095186157
904	0.6095186157
905	0.6095186157
906	0.6095228271
907	0.6095227051
908	0.609517334
909	0.609517334
910	0.609517334
911	0.6095172729
912	0.6095172729
913	0.6095172729
914	0.6095172729
915	0.6095172729
916	0.6095222168
917	0.609520752
918	0.6095200195
919	0.6095221558
920	0.6095193481
921	0.6095197754
922	0.6095203247
923	0.609520813
924	0.6095194092
925	0.6095202637
926	0.609519043
927	0.6095214844
928	0.6095194702
929	0.6095176392
930	0.6095176392
931	0.6095176392
932	0.6095176392
933	0.6095192871
934	0.609519165
935	0.6095181885
936	0.6095213013
937	0.6095179443
938	0.6095200195
939	0.6095179443
940	0.6095189209
941	0.6095189209
942	0.6095192871
943	0.6095183105
944	0.6095196533
945	0.6095179443
946	0.6095186768
947	0.6095204468
948	0.609519043
949	0.6095178223
950	0.6095178223
951	0.6095175781
952	0.609519165
953	0.609519104
954	0.6095205078
955	0.6095192871
956	0.6095187378
957	0.609519043
958	0.6095170288
959	0.6095172119
960	0.6095168457
961	0.6095168457
962	0.6095168457
963	0.6095168457
964	0.6095168457
965	0.6095168457
966	0.6095168457
967	0.6095168457
968	0.6095168457
969	0.6095168457
970	0.6095169067
971	0.6095169067
972	0.6095169067
973	0.6095169067
974	0.6095168457
975	0.6095168457
976	0.6095168457
977	0.6095168457
978	0.6095169067
979	0.6095166016
980	0.6095166016
981	0.6095166016
982	0.6095166016
983	0.6095166016
984	0.6095166016
985	0.6095166016
986	0.6095166016
987	0.6095167236
988	0.6095185547
989	0.6095172119
990	0.6095189209
991	0.6095176392
992	0.6095176392
993	0.6095180664
994	0.6095176392
995	0.6095176392
996	0.6095181885
997	0.6095165405
998	0.6095165405
999	0.6095165405
